variable,country,state,educ,group,gar_
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Female,92.800003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Male,98.800003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Rural,95.800003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Rural Female,92
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Rural Male,99
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Total,96.099998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Urban,97.199997
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Urban Female,96.300003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primaryandupperprima,Urban Male,97.900002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Female,92.099998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Male,98
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Rural,94.900002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Rural Female,90.599998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Rural Male,98.900002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Total,95.300003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Urban,96.699997
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Urban Female,99.099998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,primarylevel,Urban Male,95.099998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Female,85.699997
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Male,82.400002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Rural,81
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Rural Female,80.5
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Rural Male,81.5
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Total,83.900002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Urban,93
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Urban Female,104
Gross Attendance Ratio (GAR),India,Madhya Pradesh,secondarylevel,Urban Male,84.800003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Female,94.199997
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Male,100.1
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Rural,97.400002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Rural Female,94.800003
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Rural Male,99.400002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Total,97.5
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Urban,98.099998
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Urban Female,92.400002
Gross Attendance Ratio (GAR),India,Madhya Pradesh,upperprimarymiddlelevel,Urban Male,102.9
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Female,74.5
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Male,74.199997
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Rural,76
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Rural Female,71.599998
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Rural Male,79.599998
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Total,74.300003
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Urban,71.599998
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Urban Female,79.699997
Gross Attendance Ratio (GAR),India,Maharashtra,highersecondarylevel,Urban Male,66.800003
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Female,24.200001
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Male,33.5
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Rural,25.299999
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Rural Female,18.200001
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Rural Male,30.700001
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Total,29.299999
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Urban,34.599998
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Urban Female,31.5
Gross Attendance Ratio (GAR),India,Maharashtra,posthighersecondarylevel,Urban Male,37.400002
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Female,99.400002
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Male,99.5
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Rural,97.599998
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Rural Female,95.900002
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Rural Male,99
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Total,99.5
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Urban,102
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Urban Female,104.5
Gross Attendance Ratio (GAR),India,Maharashtra,primaryandupperprima,Urban Male,100.2
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Female,104.3
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Male,98.699997
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Rural,97.900002
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Rural Female,99.199997
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Rural Male,96.800003
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Total,101.1
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Urban,105.6
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Urban Female,111.3
Gross Attendance Ratio (GAR),India,Maharashtra,primarylevel,Urban Male,101.2
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Female,99
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Male,108.2
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Rural,104.9
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Rural Female,100.6
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Rural Male,108.5
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Total,104
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Urban,102.4
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Urban Female,96.699997
Gross Attendance Ratio (GAR),India,Maharashtra,secondarylevel,Urban Male,107.7
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Female,91.5
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Male,101.3
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Rural,97.099998
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Rural Female,91
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Rural Male,103.9
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Total,96.5
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Urban,95.800003
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Urban Female,92.5
Gross Attendance Ratio (GAR),India,Maharashtra,upperprimarymiddlelevel,Urban Male,98.300003
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Female,46.099998
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Male,61
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Rural,49.799999
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Rural Female,43.5
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Rural Male,56.299999
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Total,53.400002
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Urban,77.400002
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Urban Female,62.400002
Gross Attendance Ratio (GAR),India,Odisha,highersecondarylevel,Urban Male,94.800003
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Female,11.3
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Male,17.4
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Rural,12.2
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Rural Female,9.3000002
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Rural Male,15
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Total,14.5
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Urban,26.1
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Urban Female,21.700001
Gross Attendance Ratio (GAR),India,Odisha,posthighersecondarylevel,Urban Male,30.299999
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Female,102.7
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Male,95.599998
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Rural,98.099998
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Rural Female,103.1
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Rural Male,94.099998
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Total,98.800003
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Urban,102.6
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Urban Female,100.4
Gross Attendance Ratio (GAR),India,Odisha,primaryandupperprima,Urban Male,104.3
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Female,107.2
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Male,100.3
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Rural,102.7
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Rural Female,107
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Rural Male,99
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Total,103.4
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Urban,107.2
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Urban Female,108.1
Gross Attendance Ratio (GAR),India,Odisha,primarylevel,Urban Male,106.5
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Female,87.599998
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Male,86.800003
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Rural,86.400002
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Rural Female,83.099998
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Rural Male,89.099998
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Total,87.199997
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Urban,91.900002
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Urban Female,119.5
Gross Attendance Ratio (GAR),India,Odisha,secondarylevel,Urban Male,75.300003
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Female,95
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Male,88.599998
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Rural,91
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Rural Female,96.400002
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Rural Male,87.099998
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Total,91.300003
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Urban,93.800003
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Urban Female,86.5
Gross Attendance Ratio (GAR),India,Odisha,upperprimarymiddlelevel,Urban Male,99.900002
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Female,78.300003
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Male,80
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Rural,79.800003
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Rural Female,83.800003
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Rural Male,77.800003
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Total,79.400002
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Urban,78.400002
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Urban Female,68.099998
Gross Attendance Ratio (GAR),India,Punjab,highersecondarylevel,Urban Male,85.599998
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Female,27.200001
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Male,19.9
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Rural,20.200001
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Rural Female,23.5
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Rural Male,17.700001
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Total,22.799999
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Urban,27.299999
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Urban Female,34.400002
Gross Attendance Ratio (GAR),India,Punjab,posthighersecondarylevel,Urban Male,23.299999
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Female,96.699997
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Male,100.9
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Rural,101
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Rural Female,99.800003
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Rural Male,101.9
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Total,99.099998
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Urban,95.400002
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Urban Female,91
Gross Attendance Ratio (GAR),India,Punjab,primaryandupperprima,Urban Male,98.900002
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Female,101.4
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Male,101.5
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Rural,104.9
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Rural Female,107.7
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Rural Male,102.7
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Total,101.5
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Urban,95.400002
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Urban Female,90.5
Gross Attendance Ratio (GAR),India,Punjab,primarylevel,Urban Male,99.300003
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Female,96.699997
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Male,94.5
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Rural,93.400002
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Rural Female,92.400002
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Rural Male,94.300003
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Total,95.400002
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Urban,100.7
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Urban Female,111.1
Gross Attendance Ratio (GAR),India,Punjab,secondarylevel,Urban Male,94.900002
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Female,88.300003
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Male,99.800003
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Rural,94.699997
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Rural Female,86.400002
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Rural Male,100.6
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Total,94.900002
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Urban,95.300003
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Urban Female,92.099998
Gross Attendance Ratio (GAR),India,Punjab,upperprimarymiddlelevel,Urban Male,98
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Female,68.099998
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Male,71.599998
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Rural,68.900002
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Rural Female,65.199997
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Rural Male,72.099998
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Total,70.099998
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Urban,73.400002
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Urban Female,77.5
Gross Attendance Ratio (GAR),India,Rajasthan,highersecondarylevel,Urban Male,70.400002
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Female,24.5
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Male,32.799999
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Rural,24.6
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Rural Female,19
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Rural Male,29.700001
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Total,28.9
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Urban,40.799999
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Urban Female,41
Gross Attendance Ratio (GAR),India,Rajasthan,posthighersecondarylevel,Urban Male,40.599998
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Female,102
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Male,101.3
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Rural,102.3
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Rural Female,102
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Rural Male,102.5
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Total,101.6
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Urban,98.800003
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Urban Female,101.7
Gross Attendance Ratio (GAR),India,Rajasthan,primaryandupperprima,Urban Male,96.800003
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Female,111.7
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Male,109.5
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Rural,111.1
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Rural Female,111.2
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Rural Male,111
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Total,110.5
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Urban,107.8
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Urban Female,114.6
Gross Attendance Ratio (GAR),India,Rajasthan,primarylevel,Urban Male,104
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Female,65.199997
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Male,98.199997
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Rural,79
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Rural Female,62.5
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Rural Male,93.5
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Total,82.400002
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Urban,99.099998
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Urban Female,76.800003
Gross Attendance Ratio (GAR),India,Rajasthan,secondarylevel,Urban Male,122.7
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Female,87.5
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Male,86.599998
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Rural,87.5
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Rural Female,87.699997
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Rural Male,87.400002
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Total,87
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Urban,85
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Urban Female,86.599998
Gross Attendance Ratio (GAR),India,Rajasthan,upperprimarymiddlelevel,Urban Male,83.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Female,101.8
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Male,84.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Rural,88.099998
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Rural Female,98.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Rural Male,81
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Total,91.900002
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Urban,97.199997
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Urban Female,105.2
Gross Attendance Ratio (GAR),India,Tamil Nadu,highersecondarylevel,Urban Male,90.099998
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Female,32.200001
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Male,39
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Rural,32.200001
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Rural Female,32.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Rural Male,31.9
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Total,35.400002
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Urban,38.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Urban Female,31.9
Gross Attendance Ratio (GAR),India,Tamil Nadu,posthighersecondarylevel,Urban Male,47.299999
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Female,101.4
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Male,99.400002
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Rural,97.099998
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Rural Female,96.599998
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Rural Male,97.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Total,100.4
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Urban,104.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Urban Female,108.6
Gross Attendance Ratio (GAR),India,Tamil Nadu,primaryandupperprima,Urban Male,101.6
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Female,107.9
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Male,99.300003
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Rural,99.400002
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Rural Female,99.900002
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Rural Male,98.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Total,103.2
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Urban,108.1
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Urban Female,121.5
Gross Attendance Ratio (GAR),India,Tamil Nadu,primarylevel,Urban Male,99.699997
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Female,92
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Male,88
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Rural,93.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Rural Female,98.199997
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Rural Male,89.699997
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Total,89.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Urban,84.599998
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Urban Female,83.099998
Gross Attendance Ratio (GAR),India,Tamil Nadu,secondarylevel,Urban Male,85.900002
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Female,92.599998
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Male,99.699997
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Rural,93.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Rural Female,91.699997
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Rural Male,95.699997
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Total,96.400002
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Urban,99.599998
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Urban Female,93.800003
Gross Attendance Ratio (GAR),India,Tamil Nadu,upperprimarymiddlelevel,Urban Male,104.6
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Female,91.900002
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Male,99.900002
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Rural,88.5
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Rural Female,86.400002
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Rural Male,90.800003
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Total,96.800003
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Urban,102.6
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Urban Female,98.900002
Gross Attendance Ratio (GAR),India,Telangana,highersecondarylevel,Urban Male,104.1
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Female,24.1
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Male,33.5
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Rural,22.200001
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Rural Female,16.1
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Rural Male,28.6
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Total,28.9
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Urban,37.099998
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Urban Female,34.799999
Gross Attendance Ratio (GAR),India,Telangana,posthighersecondarylevel,Urban Male,39.099998
Gross Attendance Ratio (GAR),India,Telangana,primaryandupperprima,Female,96.5
